device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_validity
9403281336,925712107330,"(0.5236347913742065, 0.48483899235725403)","(13.695080757141113, 160.57913208007812, 51.6089973449707)",1,4.2971343994140625,1,"(-7.945183753967285, -68.54141235351562, 858.180908203125)",1,"(0.43411168456077576, 0.642467737197876)","(-35.72198486328125, 114.58682250976562, 34.86913299560547)",1,4.1539306640625,1,"(57.126556396484375, -73.46524810791016, 856.7432250976562)",1
9403297378,925712123372,"(0.5186012387275696, 0.475389689207077)","(10.916537284851074, 163.33621215820312, 52.612457275390625)",1,4.302490234375,1,"(-8.005217552185059, -68.58572387695312, 857.83203125)",1,"(0.48870936036109924, 0.4903665781021118)","(-5.583881855010986, 158.96630859375, 51.02198028564453)",1,4.1580810546875,1,"(56.874168395996094, -73.76408386230469, 856.3987426757812)",1
9403314616,925712140610,"(0.514266312122345, 0.4633100628852844)","(8.523632049560547, 166.8607635498047, 53.89533615112305)",1,4.3004150390625,1,"(-8.045987129211426, -68.63585662841797, 857.879150390625)",1,"(0.4853860139846802, 0.48079371452331543)","(-7.418396472930908, 161.75946044921875, 52.03861618041992)",1,4.162139892578125,1,"(56.84276580810547, -73.79539489746094, 856.4431762695312)",1
9403331256,925712157250,"(0.5177939534187317, 0.47489458322525024)","(10.4708833694458, 163.4806671142578, 52.66514205932617)",1,4.3064117431640625,1,"(-8.102131843566895, -68.66636657714844, 858.1513061523438)",1,"(0.4833637773990631, 0.47653472423553467)","(-8.534671783447266, 163.0021209716797, 52.49092102050781)",1,4.1505584716796875,1,"(56.804866790771484, -73.82476043701172, 856.7182006835938)",1
9403347298,925712173293,"(0.5209812521934509, 0.47222721576690674)","(12.230324745178223, 164.25889587402344, 52.94837951660156)",1,4.291290283203125,1,"(-8.106287002563477, -68.66705322265625, 858.33203125)",1,"(0.479421466588974, 0.4707315266132355)","(-10.710834503173828, 164.69537353515625, 53.10714340209961)",1,4.1555633544921875,1,"(56.81821060180664, -73.82719421386719, 856.9086303710938)",1
9403364536,925712190531,"(0.5194237232208252, 0.46684548258781433)","(11.370534896850586, 165.82920837402344, 53.51991271972656)",1,4.29119873046875,1,"(-8.085861206054688, -68.67787170410156, 858.4413452148438)",1,"(0.47941088676452637, 0.4806702435016632)","(-10.716680526733398, 161.7954864501953, 52.05168914794922)",1,4.1593475341796875,1,"(56.851680755615234, -73.81111907958984, 857.0050048828125)",1
9403381176,925712207171,"(0.5216935873031616, 0.4593946039676666)","(12.623513221740723, 168.00320434570312, 54.311153411865234)",1,4.2810211181640625,1,"(-8.016545295715332, -68.68292999267578, 858.6341552734375)",1,"(0.483685702085495, 0.4790036976337433)","(-8.356961250305176, 162.28173828125, 52.22869110107422)",1,4.16082763671875,1,"(56.92293930053711, -73.80725860595703, 857.2023315429688)",1
9403397218,925712223214,"(0.5244892239570618, 0.4641333818435669)","(14.166716575622559, 166.6205291748047, 53.80791473388672)",1,4.2781524658203125,1,"(-7.953839302062988, -68.68914794921875, 858.96728515625)",1,"(0.4933696687221527, 0.4735930860042572)","(-3.011413812637329, 163.8604278564453, 52.803314208984375)",1,4.148406982421875,1,"(57.00083923339844, -73.81087493896484, 857.5259399414062)",1
9403414456,925712240452,"(0.5245128273963928, 0.4707332253456116)","(14.179698944091797, 164.69483947753906, 53.10701370239258)",1,4.289337158203125,1,"(-7.939042568206787, -68.71881866455078, 859.3768920898438)",1,"(0.4898631274700165, 0.4698174297809601)","(-4.947014808654785, 164.96205139160156, 53.20424270629883)",1,4.1535797119140625,1,"(57.04615783691406, -73.84232330322266, 857.8943481445312)",1
9403431096,925712257092,"(0.5257372856140137, 0.46783775091171265)","(14.85565185546875, 165.53970336914062, 53.41447830200195)",1,4.281341552734375,1,"(-7.940764904022217, -68.75951385498047, 859.6583862304688)",1,"(0.49467355012893677, 0.4679107666015625)","(-2.2916393280029297, 165.51840209960938, 53.406761169433594)",1,4.1556854248046875,1,"(57.054420471191406, -73.86845397949219, 858.195068359375)",1
