device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_validity
12613234398,928922111257,"(0.5463847517967224, 0.2880450189113617)","(26.253156661987305, 217.9989471435547, 72.50812530517578)",1,4.8139495849609375,1,"(-89.78460693359375, -111.30899810791016, 800.1282958984375)",1,"(0.5449057817459106, 0.29693010449409485)","(25.43671989440918, 215.40647888183594, 71.5645523071289)",1,4.644866943359375,1,"(-22.65963363647461, -108.54227447509766, 804.4605712890625)",1
12613251037,928922127896,"(0.5447180867195129, 0.2835833728313446)","(25.333131790161133, 219.3007354736328, 72.98196411132812)",1,4.81732177734375,1,"(-89.72708129882812, -111.26561737060547, 800.0625)",1,"(0.5455702543258667, 0.2866656184196472)","(25.803531646728516, 218.40139770507812, 72.6546401977539)",1,4.6497344970703125,1,"(-22.62495994567871, -108.54711151123047, 804.3870239257812)",1
12613267080,928922143940,"(0.5448882579803467, 0.26979073882102966)","(25.42705726623535, 223.32513427734375, 74.44668579101562)",1,4.813690185546875,1,"(-89.68951416015625, -111.19420623779297, 799.7305297851562)",1,"(0.5355966687202454, 0.30963134765625)","(20.298076629638672, 211.70057678222656, 70.21568298339844)",1,4.65985107421875,1,"(-22.601961135864258, -108.49507141113281, 804.0699462890625)",1
12613284318,928922161178,"(0.545049786567688, 0.27059924602508545)","(25.516250610351562, 223.08921813964844, 74.36083984375)",1,4.8307952880859375,1,"(-89.67069244384766, -111.1836166381836, 799.6773681640625)",1,"(0.5398817658424377, 0.3001447021961212)","(22.66346549987793, 214.46853637695312, 71.22314453125)",1,4.6543426513671875,1,"(-22.578258514404297, -108.50015258789062, 804.0001831054688)",1
12613300957,928922177817,"(0.5493937730789185, 0.2668573260307312)","(27.914066314697266, 224.18104553222656, 74.75817108154297)",1,4.8266448974609375,1,"(-89.59745788574219, -111.17218780517578, 799.7335205078125)",1,"(0.5389049053192139, 0.2922663986682892)","(22.12424659729004, 216.76724243164062, 72.05980682373047)",1,4.6578826904296875,1,"(-22.49652862548828, -108.54316711425781, 804.0604858398438)",1
12613317000,928922193861,"(0.5482203364372253, 0.2734353840351105)","(27.26634407043457, 222.26168823242188, 74.05967712402344)",1,4.826416015625,1,"(-89.40348052978516, -111.07022857666016, 799.63330078125)",1,"(0.5362729430198669, 0.2937786877155304)","(20.671348571777344, 216.3260040283203, 71.89916229248047)",1,4.65478515625,1,"(-22.328861236572266, -108.51856994628906, 803.9674682617188)",1
12613334238,928922211099,"(0.5456734299659729, 0.2838270366191864)","(25.860448837280273, 219.22967529296875, 72.95609283447266)",1,4.820098876953125,1,"(-89.30529022216797, -110.99879455566406, 799.44970703125)",1,"(0.538231372833252, 0.30326563119888306)","(21.7524471282959, 213.55795288085938, 70.89171600341797)",1,4.6486358642578125,1,"(-22.229938507080078, -108.44528198242188, 803.7201538085938)",1
12613350878,928922227739,"(0.5423500537872314, 0.27966344356536865)","(24.025930404663086, 220.44448852539062, 73.39826965332031)",1,4.8130340576171875,1,"(-89.09583282470703, -110.85340118408203, 799.0230102539062)",1,"(0.5396845936775208, 0.2965450882911682)","(22.554655075073242, 215.51881408691406, 71.60543823242188)",1,4.623504638671875,1,"(-22.084623336791992, -108.3519515991211, 803.3275756835938)",1
12613366920,928922243781,"(0.5460929274559021, 0.2692807912826538)","(26.09204864501953, 223.47389221191406, 74.50089263916016)",1,4.8253173828125,1,"(-89.0182113647461, -110.83807373046875, 798.9591674804688)",1,"(0.533636212348938, 0.3068443834781647)","(19.215879440307617, 212.5137481689453, 70.51165008544922)",1,4.650787353515625,1,"(-22.00760269165039, -108.35698699951172, 803.2640991210938)",1
12613384158,928922261020,"(0.5433154106140137, 0.26703891158103943)","(24.558820724487305, 224.1280517578125, 74.73897552490234)",1,4.8209381103515625,1,"(-89.01828002929688, -110.85395812988281, 798.9834594726562)",1,"(0.5403135418891907, 0.3006887435913086)","(22.90177345275879, 214.30982971191406, 71.1653823852539)",1,4.65966796875,1,"(-22.011777877807617, -108.41461181640625, 803.2950439453125)",1
12613400798,928922277660,"(0.5410031080245972, 0.2726310193538666)","(23.28240203857422, 222.49639892578125, 74.14508056640625)",1,4.8243560791015625,1,"(-89.07258605957031, -110.94315338134766, 799.0106201171875)",1,"(0.530862033367157, 0.3035464882850647)","(17.684518814086914, 213.4759979248047, 70.86190795898438)",1,4.657867431640625,1,"(-22.04967498779297, -108.5182876586914, 803.3372192382812)",1
