device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_validity,Image
14536501602,496302574149,"(0.28106439113616943, 0.8868566751480103)","(-120.2046127319336, 43.27989959716797, 8.915558815002441)",1,4.5130157470703125,1,"(-20.192676544189453, 4.2817511558532715, 677.2866821289062)",1,"(0.25296980142593384, 0.8621366024017334)","(-135.7129364013672, 50.49264907836914, 11.540779113769531)",1,4.4754486083984375,1,"(43.790924072265625, 2.724001169204712, 676.1583862304688)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536518683,496302591230,"(0.27978456020355225, 0.8892764449119568)","(-120.91109466552734, 42.57386779785156, 8.658596992492676)",1,4.525115966796875,1,"(-20.18996810913086, 4.285804748535156, 677.3701171875)",1,"(0.2544321119785309, 0.8634449243545532)","(-134.9057159423828, 50.110897064208984, 11.401845932006836)",1,4.4751129150390625,1,"(43.80563735961914, 2.723836898803711, 676.23828125)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536535430,496302607976,"(0.2814098596572876, 0.8888503909111023)","(-120.0139389038086, 42.69816207885742, 8.703832626342773)",1,4.52001953125,1,"(-20.1938419342041, 4.288257122039795, 677.5280151367188)",1,"(0.2540096938610077, 0.8616185188293457)","(-135.138916015625, 50.643802642822266, 11.595818519592285)",1,4.489654541015625,1,"(43.82725143432617, 2.721142530441284, 676.4061889648438)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536551522,496302624069,"(0.27996742725372314, 0.8842039704322815)","(-120.8101577758789, 44.05389404296875, 9.197294235229492)",1,4.5260772705078125,1,"(-20.19194984436035, 4.287900447845459, 677.8848876953125)",1,"(0.2514669895172119, 0.8592708110809326)","(-136.54251098632812, 51.32883071899414, 11.845152854919434)",1,4.5081634521484375,1,"(43.8724365234375, 2.7160654067993164, 676.7534790039062)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536568553,496302641100,"(0.27976080775260925, 0.8840643167495728)","(-120.92420196533203, 44.094635009765625, 9.212140083312988)",1,4.5393218994140625,1,"(-20.17850112915039, 4.294229984283447, 678.1173095703125)",1,"(0.2539830207824707, 0.8589732050895691)","(-135.1536407470703, 51.415645599365234, 11.876755714416504)",1,4.5106658935546875,1,"(43.89503479003906, 2.7187602519989014, 676.9769897460938)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536585442,496302657989,"(0.3067860007286072, 0.8574338555335999)","(-106.00618743896484, 51.864749908447266, 12.04023265838623)",1,4.54718017578125,1,"(-20.022918701171875, 4.363391876220703, 678.1651000976562)",1,"(0.29014235734939575, 0.8256933093070984)","(-115.19357299804688, 61.125885009765625, 15.41102409362793)",1,4.5406646728515625,1,"(44.05952453613281, 2.7793233394622803, 676.9942626953125)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536601442,496302673990,"(0.3453425467014313, 0.7973031401634216)","(-84.72284698486328, 69.40948486328125, 18.425989151000977)",1,4.559173583984375,1,"(-19.759811401367188, 4.486638069152832, 677.0476684570312)",1,"(0.32887595891952515, 0.7551917433738708)","(-93.81246948242188, 81.69660186767578, 22.898117065429688)",1,4.5446624755859375,1,"(44.14136505126953, 2.9137563705444336, 675.893798828125)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536618519,496302691067,"(0.35130807757377625, 0.7927011251449585)","(-81.42987060546875, 70.75225067138672, 18.914716720581055)",1,4.5664520263671875,1,"(-19.722862243652344, 4.536562442779541, 677.1149291992188)",1,"(0.33216848969459534, 0.7550809979438782)","(-91.99496459960938, 81.72892761230469, 22.909896850585938)",1,4.5477294921875,1,"(44.182044982910156, 2.957505226135254, 675.9375610351562)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536635357,496302707905,"(0.35558435320854187, 0.7947373390197754)","(-79.06937408447266, 70.15814208984375, 18.69844627380371)",1,4.5757293701171875,1,"(-19.74611473083496, 4.547845363616943, 677.2133178710938)",1,"(0.3328131139278412, 0.7522336840629578)","(-91.63916778564453, 82.55967712402344, 23.212249755859375)",1,4.562286376953125,1,"(44.21017837524414, 2.97155499458313, 676.0310668945312)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536651367,496302723915,"(0.35826802253723145, 0.7967904210090637)","(-77.5879135131836, 69.55907440185547, 18.480422973632812)",1,4.57220458984375,1,"(-19.763713836669922, 4.555130481719971, 677.0902099609375)",1,"(0.3308902680873871, 0.7512527108192444)","(-92.7005844116211, 82.84590911865234, 23.316410064697266)",1,4.5673828125,1,"(44.22154235839844, 2.9871299266815186, 675.9229125976562)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536668485,496302741033,"(0.35804513096809387, 0.8000882863998413)","(-77.71102142333984, 68.59686279296875, 18.130233764648438)",1,4.5713043212890625,1,"(-19.770849227905273, 4.549788951873779, 677.1050415039062)",1,"(0.3311046063899994, 0.7473481297492981)","(-92.58226776123047, 83.9852066040039, 23.731060028076172)",1,4.5752410888671875,1,"(44.229190826416016, 2.9881749153137207, 675.9393310546875)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536685175,496302757723,"(0.3578280806541443, 0.8003039956092834)","(-77.83081817626953, 68.5339126586914, 18.107318878173828)",1,4.575897216796875,1,"(-19.77983283996582, 4.542933464050293, 677.1612548828125)",1,"(0.33315739035606384, 0.7498106956481934)","(-91.4490966796875, 83.26667022705078, 23.469552993774414)",1,4.5865631103515625,1,"(44.24248504638672, 2.982996702194214, 675.9955444335938)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536701287,496302773836,"(0.35622280836105347, 0.7974153161048889)","(-78.7169189453125, 69.37676239013672, 18.414091110229492)",1,4.5943756103515625,1,"(-19.76535987854004, 4.562465190887451, 677.232421875)",1,"(0.3316354751586914, 0.7510659098625183)","(-92.28921508789062, 82.90045928955078, 23.336252212524414)",1,4.5930023193359375,1,"(44.28506851196289, 2.9750354290008545, 676.0639038085938)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536718451,496302791000,"(0.3590303659439087, 0.7959774732589722)","(-77.16716766357422, 69.79627227783203, 18.566781997680664)",1,4.59796142578125,1,"(-19.756298065185547, 4.577884674072266, 677.2775268554688)",1,"(0.33000263571739197, 0.7465692758560181)","(-93.19055938720703, 84.21243286132812, 23.813806533813477)",1,4.58978271484375,1,"(44.31282043457031, 2.95996356010437, 676.1044921875)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536735091,496302807640,"(0.37936219573020935, 0.8039253354072571)","(-65.94392395019531, 67.47726440429688, 17.722707748413086)",1,4.598968505859375,1,"(-19.579442977905273, 4.5905280113220215, 677.0201416015625)",1,"(0.3604285717010498, 0.7584517002105713)","(-76.39533233642578, 80.74540710449219, 22.55193328857422)",1,4.6079864501953125,1,"(44.50468063354492, 2.9127750396728516, 675.7913208007812)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536751207,496302823757,"(0.5284533500671387, 0.8253028392791748)","(16.354957580566406, 61.23984146118164, 15.45246410369873)",1,4.6210174560546875,1,"(-18.789390563964844, 4.534186840057373, 676.2222290039062)",1,"(0.5214744806289673, 0.800515353679657)","(12.502567291259766, 68.47222137451172, 18.084840774536133)",1,4.610443115234375,1,"(45.171573638916016, 2.841679334640503, 674.9818115234375)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536768321,496302840870,"(0.6125966310501099, 0.8254400491714478)","(62.80231475830078, 61.19980239868164, 15.437898635864258)",1,4.6596832275390625,1,"(-18.360122680664062, 4.504077434539795, 677.0472412109375)",1,"(0.596277117729187, 0.8174797892570496)","(53.793888092041016, 63.52244567871094, 16.283235549926758)",1,4.6284027099609375,1,"(45.63347244262695, 2.8077499866485596, 675.7105712890625)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536785007,496302857556,"(0.6640844345092773, 0.8403165340423584)","(91.2237319946289, 56.85918426513672, 13.858059883117676)",1,4.6703338623046875,1,"(-18.027620315551758, 4.461744785308838, 676.0689697265625)",1,"(0.6381977796554565, 0.8300458192825317)","(76.9342269897461, 59.855960845947266, 14.94873332977295)",1,4.616119384765625,1,"(45.78725814819336, 2.776496171951294, 674.6082763671875)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536801131,496302873680,"(0.6727529764175415, 0.8475010395050049)","(96.0087890625, 54.76292037963867, 13.095064163208008)",1,4.6404571533203125,1,"(-18.003643035888672, 4.431957721710205, 674.5299682617188)",1,"(0.6456848978996277, 0.8242620825767517)","(81.06710815429688, 61.543521881103516, 15.562938690185547)",1,4.5977935791015625,1,"(45.72724151611328, 2.7512614727020264, 673.1864624023438)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536818287,496302890837,"(0.6733677387237549, 0.8479340672492981)","(96.3481216430664, 54.6365852355957, 13.04907512664795)",1,4.64459228515625,1,"(-18.025745391845703, 4.401607990264893, 674.3298950195312)",1,"(0.6449938416481018, 0.8262319564819336)","(80.6856460571289, 60.968753814697266, 15.353759765625)",1,4.593231201171875,1,"(45.72160720825195, 2.738415241241455, 672.9999389648438)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536834921,496302907471,"(0.6711152195930481, 0.8520061373710632)","(95.10477447509766, 53.44845962524414, 12.616661071777344)",1,4.6453857421875,1,"(-18.05158805847168, 4.360107421875, 673.957763671875)",1,"(0.6425076723098755, 0.8249455094337463)","(79.31324005126953, 61.3441276550293, 15.49040699005127)",1,4.6016693115234375,1,"(45.695457458496094, 2.7140462398529053, 672.62451171875)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536851056,496302923606,"(0.6742241978645325, 0.8520865440368652)","(96.82091522216797, 53.42498779296875, 12.608104705810547)",1,4.634979248046875,1,"(-18.072677612304688, 4.324578762054443, 673.6019897460938)",1,"(0.6404553055763245, 0.8261935114860535)","(78.18041229248047, 60.97996139526367, 15.357906341552734)",1,4.605621337890625,1,"(45.668296813964844, 2.69468092918396, 672.2882690429688)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536868253,496302940804,"(0.6721810102462769, 0.8545733094215393)","(95.6930923461914, 52.69938659667969, 12.34402084350586)",1,4.6402435302734375,1,"(-18.071624755859375, 4.311122417449951, 673.327392578125)",1,"(0.642588198184967, 0.8247107267379761)","(79.35778045654297, 61.41259002685547, 15.51535701751709)",1,4.6035614013671875,1,"(45.64995193481445, 2.685041904449463, 672.0053100585938)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536884837,496302957387,"(0.6733562350273132, 0.8516491055488586)","(96.34181213378906, 53.55263137817383, 12.654573440551758)",1,4.6477813720703125,1,"(-18.055217742919922, 4.295170307159424, 672.9530639648438)",1,"(0.6461986899375916, 0.8250167369842529)","(81.3507080078125, 61.32333755493164, 15.482828140258789)",1,4.600860595703125,1,"(45.63336944580078, 2.672794818878174, 671.6232299804688)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536900971,496302973522,"(0.6730474829673767, 0.8529002070426941)","(96.17135620117188, 53.187591552734375, 12.521657943725586)",1,4.6476287841796875,1,"(-18.016202926635742, 4.303684234619141, 672.7439575195312)",1,"(0.6456412076950073, 0.8249495029449463)","(81.04297637939453, 61.34295654296875, 15.490010261535645)",1,4.6031646728515625,1,"(45.66484451293945, 2.667022705078125, 671.4230346679688)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536918122,496302990673,"(0.6768076419830322, 0.8538423776626587)","(98.2469711303711, 52.91267776489258, 12.421629905700684)",1,4.64166259765625,1,"(-17.97576141357422, 4.316219329833984, 672.7669677734375)",1,"(0.6445642709732056, 0.8254016637802124)","(80.44853973388672, 61.21101760864258, 15.44200611114502)",1,4.6059112548828125,1,"(45.72359848022461, 2.66037917137146, 671.4371337890625)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536934752,496303007303,"(0.709012508392334, 0.8267648816108704)","(116.02421569824219, 60.81327438354492, 15.297205924987793)",1,4.64813232421875,1,"(-17.807777404785156, 4.360857009887695, 673.2119140625)",1,"(0.6776031851768494, 0.8065090775489807)","(98.68611907958984, 66.72342681884766, 17.448328018188477)",1,4.6043243408203125,1,"(45.91056823730469, 2.716247797012329, 671.9004516601562)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536950891,496303023442,"(0.7163681983947754, 0.8102430105209351)","(120.08451843261719, 65.63398742675781, 17.051790237426758)",1,4.6519317626953125,1,"(-17.730880737304688, 4.417034149169922, 673.9863891601562)",1,"(0.6835353970527649, 0.7889204621315002)","(101.96074676513672, 71.85533142089844, 19.316232681274414)",1,4.6062774658203125,1,"(46.02955627441406, 2.778271436691284, 672.6264038085938)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536968088,496303040640,"(0.7159950137138367, 0.8117548227310181)","(119.87857818603516, 65.19284057617188, 16.8912296295166)",1,4.65411376953125,1,"(-17.719133377075195, 4.428277492523193, 673.633544921875)",1,"(0.6848597526550293, 0.793320894241333)","(102.69178771972656, 70.5714111328125, 18.848907470703125)",1,4.6179046630859375,1,"(46.019317626953125, 2.7776923179626465, 672.26513671875)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14536984764,496303057316,"(0.7179662585258484, 0.808300793170929)","(120.96670532226562, 66.20061492919922, 17.258060455322266)",1,4.650177001953125,1,"(-17.71185302734375, 4.444552421569824, 673.3084106445312)",1,"(0.6879687905311584, 0.7851211428642273)","(104.40797424316406, 72.9638900756836, 19.719690322875977)",1,4.61541748046875,1,"(46.01689529418945, 2.7720658779144287, 671.9485473632812)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537000815,496303073367,"(0.7169849872589111, 0.8114599585533142)","(120.425048828125, 65.27886199951172, 16.922517776489258)",1,4.649658203125,1,"(-17.712425231933594, 4.481417179107666, 673.2266845703125)",1,"(0.6886310577392578, 0.7888466119766235)","(104.7735824584961, 71.87688446044922, 19.32403564453125)",1,4.6065673828125,1,"(46.020591735839844, 2.7918636798858643, 671.8700561523438)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537018053,496303090605,"(0.7128421068191528, 0.8066310286521912)","(118.13810729980469, 66.6878433227539, 17.435361862182617)",1,4.655029296875,1,"(-17.70575523376465, 4.5087385177612305, 673.1854248046875)",1,"(0.6858025193214417, 0.787828266620636)","(103.21222686767578, 72.17403411865234, 19.432170867919922)",1,4.6032562255859375,1,"(46.02968215942383, 2.806657552719116, 671.8258056640625)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537034584,496303107136,"(0.7148675918579102, 0.8083117604255676)","(119.25624084472656, 66.19741821289062, 17.256855010986328)",1,4.650634765625,1,"(-17.709577560424805, 4.53240966796875, 673.1942749023438)",1,"(0.6824069023132324, 0.7907568216323853)","(101.33784484863281, 71.3195571899414, 19.121185302734375)",1,4.6041412353515625,1,"(46.049747467041016, 2.8329601287841797, 671.8345336914062)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537050736,496303123288,"(0.715851366519928, 0.8087325692176819)","(119.79928588867188, 66.07464599609375, 17.21223258972168)",1,4.6444244384765625,1,"(-17.700321197509766, 4.541646480560303, 673.2344970703125)",1,"(0.6824489235877991, 0.7890634536743164)","(101.3609619140625, 71.81365966796875, 19.300992965698242)",1,4.6135711669921875,1,"(46.0673713684082, 2.8436644077301025, 671.87158203125)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537067923,496303140476,"(0.715193510055542, 0.8051357269287109)","(119.43608093261719, 67.12410736083984, 17.59419059753418)",1,4.63726806640625,1,"(-17.692657470703125, 4.549492835998535, 673.2617797851562)",1,"(0.6843677163124084, 0.7910863757133484)","(102.42020416259766, 71.22341918945312, 19.086170196533203)",1,4.5991668701171875,1,"(46.07780075073242, 2.854252815246582, 671.8988037109375)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537084499,496303157052,"(0.7121971845626831, 0.8082635998725891)","(117.78215026855469, 66.21148681640625, 17.261981964111328)",1,4.63836669921875,1,"(-17.680652618408203, 4.558427333831787, 673.291259765625)",1,"(0.6835190653800964, 0.7906502485275269)","(101.9516830444336, 71.35061645507812, 19.13251495361328)",1,4.6052703857421875,1,"(46.08854675292969, 2.8650338649749756, 671.9268188476562)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537100651,496303173204,"(0.712420642375946, 0.8121124505996704)","(117.90550231933594, 65.0885009765625, 16.853256225585938)",1,4.6278839111328125,1,"(-17.684741973876953, 4.565374851226807, 673.2894897460938)",1,"(0.6846187710762024, 0.7903563380241394)","(102.55879211425781, 71.4363784790039, 19.16370964050293)",1,4.6207122802734375,1,"(46.091556549072266, 2.8693714141845703, 671.9246826171875)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537117889,496303190442,"(0.7144060134887695, 0.8123041391372681)","(119.00141906738281, 65.03255462646484, 16.83289337158203)",1,4.6175384521484375,1,"(-17.66124153137207, 4.551638126373291, 673.2413940429688)",1,"(0.6865487694740295, 0.791405975818634)","(103.6241683959961, 71.13013458251953, 19.05223846435547)",1,4.6161956787109375,1,"(46.100067138671875, 2.853358030319214, 671.8760986328125)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537134414,496303206967,"(0.7354032397270203, 0.8582789301872253)","(130.59194946289062, 51.61819839477539, 11.950471878051758)",1,4.61181640625,1,"(-17.542787551879883, 4.4691901206970215, 673.4885864257812)",1,"(0.7051345109939575, 0.8344303965568542)","(113.883544921875, 58.576629638671875, 14.483124732971191)",1,4.61627197265625,1,"(46.162757873535156, 2.7775509357452393, 672.136962890625)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537150571,496303223124,"(0.7390087842941284, 0.8709459900856018)","(132.5822296142578, 47.9222526550293, 10.605232238769531)",1,4.61871337890625,1,"(-17.525005340576172, 4.424986839294434, 674.0348510742188)",1,"(0.7092370390892029, 0.8424949645996094)","(116.14813232421875, 56.22358703613281, 13.626677513122559)",1,4.6140899658203125,1,"(46.22404861450195, 2.7357563972473145, 672.6531372070312)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537167758,496303240311,"(0.7372291088104248, 0.8703922033309937)","(131.59982299804688, 48.083824157714844, 10.664052963256836)",1,4.6192626953125,1,"(-17.51494789123535, 4.4169020652771, 673.83349609375)",1,"(0.7102972269058228, 0.8448127508163452)","(116.73339080810547, 55.54732131958008, 13.380544662475586)",1,4.602752685546875,1,"(46.230587005615234, 2.709820508956909, 672.4593505859375)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537184329,496303256883,"(0.7391347289085388, 0.8704260587692261)","(132.65176391601562, 48.07395553588867, 10.660459518432617)",1,4.6093902587890625,1,"(-17.499088287353516, 4.411070823669434, 673.5868530273438)",1,"(0.7083805203437805, 0.8449751138687134)","(115.67537689208984, 55.49995803833008, 13.363319396972656)",1,4.6020050048828125,1,"(46.25286102294922, 2.687803268432617, 672.2050170898438)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537200491,496303273045,"(0.738343358039856, 0.8692016005516052)","(132.2149658203125, 48.43121337890625, 10.790543556213379)",1,4.605712890625,1,"(-17.47893524169922, 4.413557052612305, 673.423828125)",1,"(0.7057812213897705, 0.8469108939170837)","(114.24049377441406, 54.93512725830078, 13.157716751098633)",1,4.60546875,1,"(46.278324127197266, 2.6831648349761963, 672.0473022460938)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537217628,496303290182,"(0.7389975190162659, 0.8696042895317078)","(132.57603454589844, 48.31371307373047, 10.747759819030762)",1,4.60400390625,1,"(-17.467243194580078, 4.4161553382873535, 673.312744140625)",1,"(0.7082860469818115, 0.8431766033172607)","(115.62316131591797, 56.02470397949219, 13.55428695678711)",1,4.5997314453125,1,"(46.2896842956543, 2.6755025386810303, 671.9300537109375)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537234341,496303306895,"(0.7388404607772827, 0.8692319989204407)","(132.4893035888672, 48.422340393066406, 10.787270545959473)",1,4.6015625,1,"(-17.454553604125977, 4.425102710723877, 673.1840209960938)",1,"(0.71028071641922, 0.8429335355758667)","(116.72422790527344, 56.09562683105469, 13.58010196685791)",1,4.6011810302734375,1,"(46.29619598388672, 2.6750497817993164, 671.7959594726562)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537250411,496303322965,"(0.7397008538246155, 0.8718863725662231)","(132.9642791748047, 47.64785385131836, 10.505419731140137)",1,4.5841522216796875,1,"(-17.45454978942871, 4.446852207183838, 673.20751953125)",1,"(0.7084326148033142, 0.8422438502311707)","(115.7041015625, 56.29689407348633, 13.653340339660645)",1,4.605133056640625,1,"(46.3046875, 2.6868958473205566, 671.8189086914062)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537267498,496303340052,"(0.739982008934021, 0.8706852793693542)","(133.11947631835938, 47.998313903808594, 10.63296890258789)",1,4.5822906494140625,1,"(-17.46241569519043, 4.457540512084961, 673.3062744140625)",1,"(0.707127034664154, 0.8432319164276123)","(114.98342895507812, 56.008567810058594, 13.548422813415527)",1,4.5966949462890625,1,"(46.315128326416016, 2.6900992393493652, 671.9207153320312)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537284257,496303356812,"(0.7399215698242188, 0.8685426115989685)","(133.08609008789062, 48.623470306396484, 10.860490798950195)",1,4.584747314453125,1,"(-17.472057342529297, 4.4638671875, 673.4205322265625)",1,"(0.7075493335723877, 0.8434626460075378)","(115.21653747558594, 55.941226959228516, 13.523932456970215)",1,4.591766357421875,1,"(46.321571350097656, 2.7045986652374268, 672.0364379882812)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537300331,496303372886,"(0.7396555542945862, 0.8682512044906616)","(132.93922424316406, 48.70853042602539, 10.891414642333984)",1,4.5753173828125,1,"(-17.48496437072754, 4.475345134735107, 673.4712524414062)",1,"(0.7067371606826782, 0.8446581959724426)","(114.7681884765625, 55.59242248535156, 13.396944999694824)",1,4.594879150390625,1,"(46.32822036743164, 2.723621129989624, 672.0845336914062)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537317464,496303390019,"(0.7420165538787842, 0.8698034286499023)","(134.24256896972656, 48.25563049316406, 10.726573944091797)",1,4.582122802734375,1,"(-17.48529815673828, 4.485067367553711, 673.473388671875)",1,"(0.7082535624504089, 0.8445184826850891)","(115.6052017211914, 55.63321304321289, 13.411796569824219)",1,4.5993499755859375,1,"(46.33253479003906, 2.7348477840423584, 672.0888061523438)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537334173,496303406729,"(0.7408155202865601, 0.8679186701774597)","(133.57957458496094, 48.80552291870117, 10.926738739013672)",1,4.584991455078125,1,"(-17.483478546142578, 4.492262840270996, 673.4263916015625)",1,"(0.7071406245231628, 0.8426766991615295)","(114.99091339111328, 56.170555114746094, 13.607378005981445)",1,4.603759765625,1,"(46.338096618652344, 2.741568088531494, 672.0381469726562)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537350251,496303422806,"(0.7392104268074036, 0.8669323921203613)","(132.69357299804688, 49.09330749511719, 11.031471252441406)",1,4.579437255859375,1,"(-17.48320198059082, 4.494781494140625, 673.305908203125)",1,"(0.7070359587669373, 0.8423061966896057)","(114.93317413330078, 56.27864456176758, 13.646745681762695)",1,4.5980682373046875,1,"(46.337745666503906, 2.748457908630371, 671.92236328125)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537367332,496303439888,"(0.7382475137710571, 0.865170419216156)","(132.16201782226562, 49.607398986816406, 11.218618392944336)",1,4.5874786376953125,1,"(-17.483440399169922, 4.494736671447754, 673.2001342773438)",1,"(0.7057555317878723, 0.8454596996307373)","(114.22637176513672, 55.35853958129883, 13.31185245513916)",1,4.61175537109375,1,"(46.32977294921875, 2.7474968433380127, 671.8147583007812)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537384088,496303456644,"(0.7392343282699585, 0.8655778169631958)","(132.70675659179688, 49.488548278808594, 11.175371170043945)",1,4.5886688232421875,1,"(-17.48741340637207, 4.498720169067383, 673.0283813476562)",1,"(0.7069370150566101, 0.8420093059539795)","(114.87850189208984, 56.36530303955078, 13.678282737731934)",1,4.618896484375,1,"(46.31503677368164, 2.744746208190918, 671.6378784179688)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537400171,496303472727,"(0.7384231686592102, 0.8631343245506287)","(132.25900268554688, 50.20148468017578, 11.434844017028809)",1,4.5855865478515625,1,"(-17.49294662475586, 4.495946884155273, 672.8153076171875)",1,"(0.705931544303894, 0.8461108803749084)","(114.32350158691406, 55.16855239868164, 13.24267864227295)",1,4.6183929443359375,1,"(46.28758239746094, 2.743513822555542, 671.4354858398438)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537417299,496303489855,"(0.7373506426811218, 0.8649965524673462)","(131.66693115234375, 49.65816116333008, 11.237092971801758)",1,4.582061767578125,1,"(-17.498048782348633, 4.493801593780518, 672.6566772460938)",1,"(0.7062088251113892, 0.8441163897514343)","(114.47657012939453, 55.7504997253418, 13.454490661621094)",1,4.6206817626953125,1,"(46.2624397277832, 2.740307569503784, 671.2750244140625)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537434003,496303506559,"(0.73445725440979, 0.8652370572090149)","(130.06983947753906, 49.587947845458984, 11.211506843566895)",1,4.585845947265625,1,"(-17.507883071899414, 4.4898905754089355, 672.3660278320312)",1,"(0.7060788869857788, 0.8436877131462097)","(114.40486145019531, 55.87553787231445, 13.500040054321289)",1,4.6323394775390625,1,"(46.21866226196289, 2.739400863647461, 670.9799194335938)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537450091,496303522648,"(0.7265248894691467, 0.8730189204216003)","(125.69110870361328, 47.31742477416992, 10.385125160217285)",1,4.589996337890625,1,"(-17.523635864257812, 4.487897872924805, 672.1531372070312)",1,"(0.7029876112937927, 0.8512216806411743)","(112.69843292236328, 53.677345275878906, 12.699938774108887)",1,4.630645751953125,1,"(46.16025161743164, 2.741954803466797, 670.77880859375)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537467265,496303539821,"(0.7280018925666809, 0.8714722990989685)","(126.50634002685547, 47.7686882019043, 10.549388885498047)",1,4.5983123779296875,1,"(-17.53108024597168, 4.491841793060303, 672.0106811523438)",1,"(0.7019084095954895, 0.8548983335494995)","(112.10272979736328, 52.604591369628906, 12.309476852416992)",1,4.6322784423828125,1,"(46.1411018371582, 2.7395613193511963, 670.6412353515625)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
14537483918,496303556475,"(0.7297354936599731, 0.8697899580001831)","(127.46332550048828, 48.25954818725586, 10.728081703186035)",1,4.60137939453125,1,"(-17.533720016479492, 4.491663455963135, 671.88525390625)",1,"(0.7021884918212891, 0.8554971218109131)","(112.25724029541016, 52.429866790771484, 12.24591064453125)",1,4.6469573974609375,1,"(46.13676071166992, 2.7288806438446045, 670.51220703125)",1,procrastination-where-turtle-ends-and-shell-begins-mart-virkus.png
