device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_validity,Image
14585223531,496351296819,"(0.4849461615085602, 0.691372811794281)","(-7.661177158355713, 100.31746673583984, 29.675485610961914)",1,4.1082611083984375,1,"(-16.960542678833008, 4.629561901092529, 671.3468017578125)",1,"(0.458873450756073, 0.663155198097229)","(-22.053430557250977, 108.55067443847656, 32.67221450805664)",1,4.1065521240234375,1,"(46.83655548095703, 2.144510269165039, 669.9147338867188)",1,among-us-backstab-mart-virkus.png
14585240590,496351313879,"(0.491595596075058, 0.6943227648735046)","(-3.990677833557129, 99.45673370361328, 29.36221694946289)",1,4.1100311279296875,1,"(-17.013473510742188, 4.626450061798096, 671.5443725585938)",1,"(0.45823606848716736, 0.661093533039093)","(-22.40524673461914, 109.15220642089844, 32.89115905761719)",1,4.1073760986328125,1,"(46.83237838745117, 2.141775608062744, 670.1015625)",1,among-us-backstab-mart-virkus.png
14585257298,496351330587,"(0.48917675018310547, 0.694445013999939)","(-5.325895309448242, 99.4210433959961, 29.349262237548828)",1,4.111663818359375,1,"(-17.040193557739258, 4.629421234130859, 671.838134765625)",1,"(0.4570244550704956, 0.6589492559432983)","(-23.074060440063477, 109.77784729003906, 33.11890411376953)",1,4.10931396484375,1,"(46.846988677978516, 2.1478848457336426, 670.4078979492188)",1,among-us-backstab-mart-virkus.png
14585273451,496351346740,"(0.4900139570236206, 0.6908730268478394)","(-4.863752841949463, 100.46330261230469, 29.72865104675293)",1,4.1120758056640625,1,"(-17.05405616760254, 4.638402938842773, 672.0736694335938)",1,"(0.45824190974235535, 0.6589910387992859)","(-22.402013778686523, 109.76567077636719, 33.11443328857422)",1,4.1125640869140625,1,"(46.86760330200195, 2.1525893211364746, 670.6256103515625)",1,among-us-backstab-mart-virkus.png
14585290459,496351363748,"(0.49033984541893005, 0.6903212070465088)","(-4.683863639831543, 100.62429809570312, 29.787240982055664)",1,4.118865966796875,1,"(-17.053401947021484, 4.654142379760742, 672.1076049804688)",1,"(0.45809510350227356, 0.663636326789856)","(-22.483034133911133, 108.4102783203125, 32.62110137939453)",1,4.1105194091796875,1,"(46.883060455322266, 2.1628787517547607, 670.6589965820312)",1,among-us-backstab-mart-virkus.png
14585307214,496351380504,"(0.49068737030029297, 0.6855454444885254)","(-4.492001056671143, 102.01771545410156, 30.294410705566406)",1,4.1222991943359375,1,"(-17.0490779876709, 4.676583290100098, 672.113037109375)",1,"(0.45903608202934265, 0.662495493888855)","(-21.963632583618164, 108.74317169189453, 32.74226379394531)",1,4.1063079833984375,1,"(46.89643859863281, 2.1764702796936035, 670.6619873046875)",1,among-us-backstab-mart-virkus.png
14585323371,496351396661,"(0.48960915207862854, 0.6873303651809692)","(-5.087195873260498, 101.4969482421875, 30.104835510253906)",1,4.11163330078125,1,"(-17.040916442871094, 4.696113109588623, 672.1248168945312)",1,"(0.4584343731403351, 0.662780225276947)","(-22.29578971862793, 108.66010284423828, 32.712013244628906)",1,4.1156005859375,1,"(46.90877914428711, 2.186577558517456, 670.673583984375)",1,among-us-backstab-mart-virkus.png
14585340425,496351413715,"(0.490763783454895, 0.6900580525398254)","(-4.449845314025879, 100.70106506347656, 29.815176010131836)",1,4.1230621337890625,1,"(-17.046724319458008, 4.707951545715332, 672.2210693359375)",1,"(0.45840537548065186, 0.662826418876648)","(-22.311805725097656, 108.64661407470703, 32.70709228515625)",1,4.106475830078125,1,"(46.91426467895508, 2.200309991836548, 670.7677612304688)",1,among-us-backstab-mart-virkus.png
14585357129,496351430420,"(0.4882346987724304, 0.6864889860153198)","(-5.845903396606445, 101.742431640625, 30.19424057006836)",1,4.11474609375,1,"(-17.064146041870117, 4.7267303466796875, 672.389892578125)",1,"(0.45825618505477905, 0.6643385291099548)","(-22.394147872924805, 108.20543670654297, 32.546531677246094)",1,4.10614013671875,1,"(46.91026306152344, 2.2172272205352783, 670.9453125)",1,among-us-backstab-mart-virkus.png
14585373291,496351446582,"(0.532988429069519, 0.7005491852760315)","(18.85833168029785, 97.6400146484375, 28.70102310180664)",1,4.1224517822265625,1,"(-16.912172317504883, 4.715186595916748, 672.6397705078125)",1,"(0.5040262341499329, 0.6842461228370667)","(2.871063232421875, 102.39685821533203, 30.43231964111328)",1,4.1140594482421875,1,"(47.06346893310547, 2.1905593872070312, 671.1824340820312)",1,among-us-backstab-mart-virkus.png
14585390391,496351463682,"(0.5854781866073608, 0.7061554193496704)","(47.83280563354492, 96.00422668457031, 28.105648040771484)",1,4.1078033447265625,1,"(-16.658851623535156, 4.679977893829346, 672.7088012695312)",1,"(0.5575957894325256, 0.6955877542495728)","(32.44164276123047, 99.0876235961914, 29.227882385253906)",1,4.102569580078125,1,"(47.27605438232422, 2.160407543182373, 671.2549438476562)",1,among-us-backstab-mart-virkus.png
14585407045,496351480336,"(0.6161508560180664, 0.7137150168418884)","(64.76424407958984, 93.79853057861328, 27.302885055541992)",1,4.0989227294921875,1,"(-16.490020751953125, 4.662001132965088, 671.6172485351562)",1,"(0.5802096724510193, 0.699889063835144)","(44.924617767333984, 97.8326187133789, 28.771114349365234)",1,4.0779876708984375,1,"(47.31169128417969, 2.1552295684814453, 670.0530395507812)",1,among-us-backstab-mart-virkus.png
14585423211,496351496503,"(0.6214054226875305, 0.7139004468917847)","(67.66478729248047, 93.74443817138672, 27.283123016357422)",1,4.0792999267578125,1,"(-16.533647537231445, 4.659920692443848, 670.6629638671875)",1,"(0.5836371183395386, 0.7050970792770386)","(46.81653594970703, 96.31302642822266, 28.218093872070312)",1,4.081787109375,1,"(47.21580505371094, 2.1675209999084473, 669.1626586914062)",1,among-us-backstab-mart-virkus.png
14585440260,496351513552,"(0.6198632717132568, 0.7146166563034058)","(66.81348419189453, 93.53546142578125, 27.207090377807617)",1,4.076324462890625,1,"(-16.557798385620117, 4.655797958374023, 670.8147583007812)",1,"(0.5832143425941467, 0.705564558506012)","(46.58319854736328, 96.1766357421875, 28.16843605041504)",1,4.086669921875,1,"(47.21345901489258, 2.1705520153045654, 669.3336181640625)",1,among-us-backstab-mart-virkus.png
14585456961,496351530253,"(0.6188074946403503, 0.7114478945732117)","(66.23069763183594, 94.46002197265625, 27.543617248535156)",1,4.056121826171875,1,"(-16.605369567871094, 4.64460563659668, 670.8145141601562)",1,"(0.5809246301651001, 0.6998013854026794)","(45.31924819946289, 97.85822296142578, 28.78045654296875)",1,4.0545654296875,1,"(47.18661117553711, 2.184945821762085, 669.33349609375)",1,among-us-backstab-mart-virkus.png
14585473131,496351546423,"(0.618222713470459, 0.706184983253479)","(65.90792846679688, 95.99560546875, 28.10255241394043)",1,4.050018310546875,1,"(-16.647323608398438, 4.639459609985352, 670.858154296875)",1,"(0.5800490379333496, 0.7008487582206726)","(44.83591842651367, 97.55259704589844, 28.669225692749023)",1,4.0480499267578125,1,"(47.16276550292969, 2.1985878944396973, 669.383056640625)",1,among-us-backstab-mart-virkus.png
14585490130,496351563423,"(0.6210827827453613, 0.7117608785629272)","(67.48668670654297, 94.36871337890625, 27.510414123535156)",1,4.0532379150390625,1,"(-16.681427001953125, 4.635889053344727, 670.92919921875)",1,"(0.5827505588531494, 0.7094967365264893)","(46.3271598815918, 95.02933502197266, 27.750837326049805)",1,4.045867919921875,1,"(47.152103424072266, 2.2036352157592773, 669.458251953125)",1,among-us-backstab-mart-virkus.png
14585506875,496351580168,"(0.6225659847259521, 0.712432861328125)","(68.305419921875, 94.17259979248047, 27.439037322998047)",1,4.051727294921875,1,"(-16.722204208374023, 4.6365790367126465, 670.885986328125)",1,"(0.5834692716598511, 0.7092588543891907)","(46.723915100097656, 95.09874725341797, 27.776079177856445)",1,4.040618896484375,1,"(47.124671936035156, 2.2099146842956543, 669.4124755859375)",1,among-us-backstab-mart-virkus.png
14585523051,496351596344,"(0.6216933131217957, 0.7106304168701172)","(67.82373046875, 94.69850158691406, 27.630443572998047)",1,4.0526275634765625,1,"(-16.735204696655273, 4.641584873199463, 670.7647705078125)",1,"(0.5808435082435608, 0.7082463502883911)","(45.274478912353516, 95.39414978027344, 27.88365364074707)",1,4.0372314453125,1,"(47.112083435058594, 2.211486577987671, 669.3026123046875)",1,among-us-backstab-mart-virkus.png
14585540096,496351613390,"(0.6213262677192688, 0.7118141651153564)","(67.6210708618164, 94.3531265258789, 27.504743576049805)",1,4.031219482421875,1,"(-16.738473892211914, 4.650497913360596, 670.7646484375)",1,"(0.581551730632782, 0.7076981067657471)","(45.66542434692383, 95.55409240722656, 27.94189453125)",1,4.0268707275390625,1,"(47.11551284790039, 2.2107012271881104, 669.2993774414062)",1,among-us-backstab-mart-virkus.png
14585556791,496351630085,"(0.6223168969154358, 0.7163060903549194)","(68.16796875, 93.04248809814453, 27.027725219726562)",1,4.0388031005859375,1,"(-16.73241424560547, 4.656429767608643, 670.7342529296875)",1,"(0.5826485753059387, 0.7050591111183167)","(46.270870208740234, 96.32410430908203, 28.222074508666992)",1,4.0164947509765625,1,"(47.12289047241211, 2.2038934230804443, 669.2650756835938)",1,among-us-backstab-mart-virkus.png
14585572971,496351646265,"(0.6229667067527771, 0.7160435914993286)","(68.52664947509766, 93.11908721923828, 27.05558967590332)",1,4.03607177734375,1,"(-16.69076156616211, 4.658758640289307, 670.6710205078125)",1,"(0.5826744437217712, 0.709551990032196)","(46.28516387939453, 95.01319885253906, 27.744985580444336)",1,4.0194244384765625,1,"(47.16334533691406, 2.1892454624176025, 669.1994018554688)",1,among-us-backstab-mart-virkus.png
14585589966,496351663260,"(0.6453376412391663, 0.7341252565383911)","(80.87545776367188, 87.84327697753906, 25.13532829284668)",1,4.023468017578125,1,"(-16.56163787841797, 4.621471405029297, 670.5790405273438)",1,"(0.6017213463783264, 0.7306585311889648)","(56.79916000366211, 88.85478973388672, 25.503515243530273)",1,4.0272369384765625,1,"(47.24510192871094, 2.1478211879730225, 669.1215209960938)",1,among-us-backstab-mart-virkus.png
14585606706,496351680001,"(0.6786683797836304, 0.7604049444198608)","(99.27411651611328, 80.17552185058594, 22.344457626342773)",1,4.0045318603515625,1,"(-16.34912109375, 4.543245792388916, 670.0048217773438)",1,"(0.6354818940162659, 0.7560206055641174)","(75.43504333496094, 81.45474243164062, 22.810089111328125)",1,3.9913787841796875,1,"(47.330902099609375, 2.073368549346924, 668.4938354492188)",1,among-us-backstab-mart-virkus.png
14585622891,496351696186,"(0.6762553453445435, 0.7572171688079834)","(97.9421157836914, 81.1056137084961, 22.68304443359375)",1,3.9988250732421875,1,"(-16.334508895874023, 4.538021087646484, 670.223388671875)",1,"(0.6355682015419006, 0.7559977173805237)","(75.48265075683594, 81.4614028930664, 22.81252098083496)",1,3.9924468994140625,1,"(47.38627624511719, 2.0577552318573, 668.6956176757812)",1,among-us-backstab-mart-virkus.png
14585639932,496351713227,"(0.6770264506340027, 0.7581557035446167)","(98.36778259277344, 80.83177947998047, 22.583389282226562)",1,4.0023345947265625,1,"(-16.338274002075195, 4.546306133270264, 670.483154296875)",1,"(0.6372360587120056, 0.7559118270874023)","(76.4032974243164, 81.48648834228516, 22.82164192199707)",1,3.984527587890625,1,"(47.427730560302734, 2.0565664768218994, 668.9755249023438)",1,among-us-backstab-mart-virkus.png
14585656718,496351730013,"(0.6788187623023987, 0.7640362977981567)","(99.35712432861328, 79.11595153808594, 21.958843231201172)",1,4.0033721923828125,1,"(-16.350791931152344, 4.563835144042969, 670.7880249023438)",1,"(0.6371185183525085, 0.7581461668014526)","(76.33843994140625, 80.83457946777344, 22.58436393737793)",1,3.9929656982421875,1,"(47.46568298339844, 2.0647530555725098, 669.2915649414062)",1,among-us-backstab-mart-virkus.png
14585672811,496351746107,"(0.6777449250221252, 0.7658802270889282)","(98.76437377929688, 78.57796478271484, 21.763050079345703)",1,4.0023193359375,1,"(-16.359195709228516, 4.577979564666748, 671.0652465820312)",1,"(0.6337789297103882, 0.7583902478218079)","(74.49500274658203, 80.76336669921875, 22.55848503112793)",1,4.0027008056640625,1,"(47.49869918823242, 2.078042507171631, 669.5537719726562)",1,among-us-backstab-mart-virkus.png
14585689800,496351763096,"(0.6768640279769897, 0.7609667778015137)","(98.27811431884766, 80.01156616210938, 22.284870147705078)",1,3.9979248046875,1,"(-16.36112403869629, 4.584150791168213, 671.275390625)",1,"(0.6339526772499084, 0.7565383911132812)","(74.59089660644531, 81.30369567871094, 22.755125045776367)",1,3.9898223876953125,1,"(47.52739715576172, 2.0867807865142822, 669.7659301757812)",1,among-us-backstab-mart-virkus.png
14585706634,496351779930,"(0.6761176586151123, 0.7645275592803955)","(97.86614990234375, 78.97257995605469, 21.90669822692871)",1,4.0018768310546875,1,"(-16.359085083007812, 4.600697994232178, 671.544677734375)",1,"(0.6357237696647644, 0.7580373883247375)","(75.56857299804688, 80.86629486083984, 22.595888137817383)",1,3.9865570068359375,1,"(47.56134796142578, 2.102703809738159, 670.0421752929688)",1,among-us-backstab-mart-virkus.png
14585722731,496351796028,"(0.6760224103927612, 0.7638522982597351)","(97.81354522705078, 79.16967010498047, 21.97838592529297)",1,4.0053863525390625,1,"(-16.35245132446289, 4.60062837600708, 671.553466796875)",1,"(0.6350157856941223, 0.7562413215637207)","(75.17776489257812, 81.39035034179688, 22.786619186401367)",1,3.988494873046875,1,"(47.5772819519043, 2.1082370281219482, 670.0482177734375)",1,among-us-backstab-mart-virkus.png
14585739767,496351813064,"(0.6765295267105103, 0.7629653811454773)","(98.09346008300781, 79.4284439086914, 22.07259750366211)",1,4.00225830078125,1,"(-16.3430233001709, 4.602489948272705, 671.4141235351562)",1,"(0.6362482905387878, 0.7554876804351807)","(75.85814666748047, 81.61022186279297, 22.866674423217773)",1,3.9879302978515625,1,"(47.578617095947266, 2.1078526973724365, 669.91162109375)",1,among-us-backstab-mart-virkus.png
14585756453,496351829750,"(0.675805389881134, 0.7548053860664368)","(97.69368743896484, 81.80931091308594, 22.93918228149414)",1,3.989898681640625,1,"(-16.327022552490234, 4.602657794952393, 671.1036987304688)",1,"(0.6352996826171875, 0.757815420627594)","(75.33446502685547, 80.93106079101562, 22.619508743286133)",1,3.9952239990234375,1,"(47.570274353027344, 2.107508420944214, 669.5828857421875)",1,among-us-backstab-mart-virkus.png
14585772651,496351845948,"(0.6753878593444824, 0.76099693775177)","(97.4632797241211, 80.00279235839844, 22.2816162109375)",1,3.989013671875,1,"(-16.308860778808594, 4.603032112121582, 670.6835327148438)",1,"(0.6328295469284058, 0.7602519392967224)","(73.970947265625, 80.22016143798828, 22.360733032226562)",1,3.9917449951171875,1,"(47.553245544433594, 2.096400260925293, 669.1819458007812)",1,among-us-backstab-mart-virkus.png
14585789733,496351863031,"(0.6760958433151245, 0.7605244517326355)","(97.85409545898438, 80.14063262939453, 22.331785202026367)",1,3.9801483154296875,1,"(-16.30221939086914, 4.601473331451416, 670.445556640625)",1,"(0.6338846683502197, 0.7606832981109619)","(74.5533676147461, 80.09427642822266, 22.31492805480957)",1,3.9868927001953125,1,"(47.537353515625, 2.0931451320648193, 668.9420166015625)",1,among-us-backstab-mart-virkus.png
14585806465,496351879763,"(0.6754556894302368, 0.7584726214408875)","(97.50072479248047, 80.73932647705078, 22.54970932006836)",1,3.9785614013671875,1,"(-16.296117782592773, 4.599853515625, 670.1770629882812)",1,"(0.6336453557014465, 0.764610230922699)","(74.4212875366211, 78.94847106933594, 21.897903442382812)",1,3.9867706298828125,1,"(47.52153015136719, 2.0911552906036377, 668.6609497070312)",1,among-us-backstab-mart-virkus.png
14585822571,496351895869,"(0.6744186282157898, 0.7609889507293701)","(96.92826080322266, 80.00509643554688, 22.2824649810791)",1,3.9776153564453125,1,"(-16.297210693359375, 4.606904983520508, 670.0217895507812)",1,"(0.6367205381393433, 0.7590600848197937)","(76.11878967285156, 80.56791687011719, 22.487281799316406)",1,3.9811553955078125,1,"(47.51316452026367, 2.091609477996826, 668.5150146484375)",1,among-us-backstab-mart-virkus.png
14585839602,496351912900,"(0.6719860434532166, 0.7642295956611633)","(95.58543395996094, 79.0595703125, 21.93830108642578)",1,3.9787139892578125,1,"(-16.292072296142578, 4.609046936035156, 669.9288940429688)",1,"(0.6375698447227478, 0.7584081292152405)","(76.58760070800781, 80.75814056396484, 22.55652618408203)",1,3.9794769287109375,1,"(47.50926971435547, 2.0926990509033203, 668.4251098632812)",1,among-us-backstab-mart-virkus.png
14585856380,496351929679,"(0.6712961196899414, 0.7627919912338257)","(95.20460510253906, 79.47906494140625, 22.090972900390625)",1,3.9673309326171875,1,"(-16.295673370361328, 4.619926929473877, 669.7096557617188)",1,"(0.6326723098754883, 0.7546509504318237)","(73.88416290283203, 81.85438537597656, 22.955520629882812)",1,3.9776763916015625,1,"(47.480918884277344, 2.1072990894317627, 668.1923828125)",1,among-us-backstab-mart-virkus.png
14585872491,496351945790,"(0.6261745095252991, 0.7322056293487549)","(70.29732513427734, 88.40339660644531, 25.3392333984375)",1,3.9819183349609375,1,"(-16.432893753051758, 4.710373878479004, 669.6378784179688)",1,"(0.5953359603881836, 0.7137546539306641)","(53.27437210083008, 93.78694915771484, 27.29860496520996)",1,3.9845123291015625,1,"(47.2897834777832, 2.2166268825531006, 668.1307373046875)",1,among-us-backstab-mart-virkus.png
14585889471,496351962770,"(0.6034454107284546, 0.7081957459449768)","(57.75080490112305, 95.40892791748047, 27.88901710510254)",1,3.9761962890625,1,"(-16.501279830932617, 4.779581546783447, 669.116943359375)",1,"(0.5735721588134766, 0.6853340864181519)","(41.26070022583008, 102.07940673828125, 30.316808700561523)",1,3.9827728271484375,1,"(47.10969161987305, 2.306673049926758, 667.6511840820312)",1,among-us-backstab-mart-virkus.png
14585906199,496351979499,"(0.597115159034729, 0.6934055685997009)","(54.256500244140625, 99.7243423461914, 29.45969009399414)",1,3.9630279541015625,1,"(-16.535409927368164, 4.820971488952637, 669.0643920898438)",1,"(0.5640701055526733, 0.6756954789161682)","(36.01551818847656, 104.89173889160156, 31.34044075012207)",1,3.993133544921875,1,"(47.05052947998047, 2.3474152088165283, 667.6339721679688)",1,among-us-backstab-mart-virkus.png
14585922407,496351995707,"(0.593487560749054, 0.6966807246208191)","(52.25404739379883, 98.7686996459961, 29.111894607543945)",1,3.970245361328125,1,"(-16.573028564453125, 4.8218488693237305, 669.4981079101562)",1,"(0.5605326890945435, 0.6739800572395325)","(34.06285095214844, 105.3922119140625, 31.52265739440918)",1,3.9920196533203125,1,"(47.08838653564453, 2.346015453338623, 668.0294799804688)",1,among-us-backstab-mart-virkus.png
14585939437,496352012737,"(0.5968977212905884, 0.6931353807449341)","(54.136409759521484, 99.80317687988281, 29.48841094970703)",1,3.969390869140625,1,"(-16.59508514404297, 4.816029071807861, 669.3888549804688)",1,"(0.559159517288208, 0.673104465007782)","(33.30487823486328, 105.64771270751953, 31.61562156677246)",1,3.9808807373046875,1,"(47.082550048828125, 2.34855580329895, 667.9124145507812)",1,among-us-backstab-mart-virkus.png
14585956115,496352029415,"(0.5984172224998474, 0.6935083270072937)","(54.9752311706543, 99.69436645507812, 29.448789596557617)",1,3.954864501953125,1,"(-16.62253189086914, 4.8158488273620605, 669.340087890625)",1,"(0.5598217844963074, 0.6751385927200317)","(33.67039108276367, 105.05419158935547, 31.39959716796875)",1,3.983428955078125,1,"(47.081504821777344, 2.358450174331665, 667.8684692382812)",1,among-us-backstab-mart-virkus.png
14585972327,496352045628,"(0.5980834364891052, 0.6928238272666931)","(54.79103088378906, 99.89408874511719, 29.521472930908203)",1,3.9442901611328125,1,"(-16.642475128173828, 4.816860198974609, 669.4877319335938)",1,"(0.5603017807006836, 0.679134726524353)","(33.93532943725586, 103.88822174072266, 30.97523307800293)",1,3.9857177734375,1,"(47.095176696777344, 2.3662965297698975, 668.0115966796875)",1,among-us-backstab-mart-virkus.png
14585989307,496352062608,"(0.5964677333831787, 0.6944636702537537)","(53.899085998535156, 99.41559600830078, 29.34730339050293)",1,3.9580078125,1,"(-16.645709991455078, 4.815683364868164, 669.5834350585938)",1,"(0.558337390422821, 0.6809171438217163)","(32.850982666015625, 103.36817169189453, 30.785924911499023)",1,3.971160888671875,1,"(47.110321044921875, 2.371201753616333, 668.1085815429688)",1,among-us-backstab-mart-virkus.png
14586006127,496352079428,"(0.5956065654754639, 0.6916460394859314)","(53.423709869384766, 100.23775482177734, 29.646535873413086)",1,3.9588775634765625,1,"(-16.628353118896484, 4.817495822906494, 669.7398071289062)",1,"(0.5602138638496399, 0.67510986328125)","(33.88682174682617, 105.06258392333984, 31.402645111083984)",1,3.9648590087890625,1,"(47.150516510009766, 2.372619390487671, 668.27001953125)",1,among-us-backstab-mart-virkus.png
14586022247,496352095548,"(0.5978332161903381, 0.6915512084960938)","(54.652828216552734, 100.2654037475586, 29.65660858154297)",1,3.964202880859375,1,"(-16.59856605529785, 4.834197044372559, 669.9519653320312)",1,"(0.5610048770904541, 0.6728286147117615)","(34.32347106933594, 105.72823333740234, 31.644908905029297)",1,3.9801025390625,1,"(47.20571517944336, 2.3647234439849854, 668.468994140625)",1,among-us-backstab-mart-virkus.png
14586039273,496352112575,"(0.5968784689903259, 0.6923716068267822)","(54.12584686279297, 100.02601623535156, 29.569501876831055)",1,3.9549713134765625,1,"(-16.577415466308594, 4.858152866363525, 670.0360107421875)",1,"(0.5590490102767944, 0.6728803515434265)","(33.24382781982422, 105.71310424804688, 31.639453887939453)",1,3.9795989990234375,1,"(47.250030517578125, 2.3511171340942383, 668.5538330078125)",1,among-us-backstab-mart-virkus.png
14586056042,496352129344,"(0.5948874354362488, 0.6936308145523071)","(53.02680969238281, 99.65863800048828, 29.43573760986328)",1,3.94610595703125,1,"(-16.541522979736328, 4.890139102935791, 670.0223388671875)",1,"(0.5615386962890625, 0.6724386215209961)","(34.618160247802734, 105.84196472167969, 31.68631935119629)",1,3.9676055908203125,1,"(47.28958511352539, 2.336928129196167, 668.5308837890625)",1,among-us-backstab-mart-virkus.png
14586072167,496352145469,"(0.5968644618988037, 0.6952760815620422)","(54.118106842041016, 99.17854309082031, 29.26102638244629)",1,3.942474365234375,1,"(-16.519447326660156, 4.9084248542785645, 669.7788696289062)",1,"(0.5611539483070374, 0.6717947721481323)","(34.405799865722656, 106.02986145019531, 31.754722595214844)",1,3.94720458984375,1,"(47.29814910888672, 2.330613851547241, 668.291259765625)",1,among-us-backstab-mart-virkus.png
14586089239,496352162542,"(0.597525954246521, 0.6919490098953247)","(54.48324966430664, 100.14930725097656, 29.614351272583008)",1,3.9437713623046875,1,"(-16.51917266845703, 4.904827117919922, 669.576904296875)",1,"(0.5616549253463745, 0.6751603484153748)","(34.68230438232422, 105.0478515625, 31.397308349609375)",1,3.9623260498046875,1,"(47.2896614074707, 2.3296706676483154, 668.0897216796875)",1,among-us-backstab-mart-virkus.png
14586105957,496352179260,"(0.5990278720855713, 0.6908541917800903)","(55.312252044677734, 100.46879577636719, 29.73063087463379)",1,3.948028564453125,1,"(-16.527137756347656, 4.885704040527344, 669.3857421875)",1,"(0.5612637400627136, 0.6798607707023621)","(34.4663200378418, 103.67639923095703, 30.898141860961914)",1,3.983062744140625,1,"(47.26416015625, 2.3238329887390137, 667.8905639648438)",1,among-us-backstab-mart-virkus.png
14586122087,496352195390,"(0.5962333083152771, 0.6925678849220276)","(53.76966094970703, 99.96878051757812, 29.548656463623047)",1,3.956390380859375,1,"(-16.56263542175293, 4.852370262145996, 669.2368774414062)",1,"(0.5613515377044678, 0.6755048036575317)","(34.51485061645508, 104.94734954833984, 31.360733032226562)",1,3.9696807861328125,1,"(47.221923828125, 2.325361967086792, 667.7534790039062)",1,among-us-backstab-mart-virkus.png
14586139109,496352212412,"(0.596781849861145, 0.6929602026939392)","(54.072509765625, 99.85430145263672, 29.506961822509766)",1,3.940277099609375,1,"(-16.600467681884766, 4.829609394073486, 669.1129150390625)",1,"(0.5607359409332275, 0.6790103316307068)","(34.17504119873047, 103.9245376586914, 30.988454818725586)",1,3.9537200927734375,1,"(47.18294906616211, 2.3373050689697266, 667.6327514648438)",1,among-us-backstab-mart-virkus.png
14586155872,496352229176,"(0.5982356071472168, 0.694437563419342)","(54.87502670288086, 99.42323303222656, 29.350053787231445)",1,3.9456939697265625,1,"(-16.65501594543457, 4.80959415435791, 669.00634765625)",1,"(0.5606562495231628, 0.6801406741142273)","(34.13105392456055, 103.5947036743164, 30.868406295776367)",1,3.9591064453125,1,"(47.11585998535156, 2.3442835807800293, 667.5314331054688)",1,among-us-backstab-mart-virkus.png
14586172007,496352245311,"(0.6066247820854187, 0.6933654546737671)","(59.50584411621094, 99.73603057861328, 29.463947296142578)",1,3.932647705078125,1,"(-16.623228073120117, 4.750109672546387, 669.1591796875)",1,"(0.5749047994613647, 0.6847617030143738)","(41.99626159667969, 102.2464370727539, 30.377613067626953)",1,3.9596099853515625,1,"(47.11653518676758, 2.31241512298584, 667.6817016601562)",1,among-us-backstab-mart-virkus.png
14586188978,496352262282,"(0.6391022801399231, 0.7181862592697144)","(77.43354797363281, 92.4938735961914, 26.828035354614258)",1,3.927154541015625,1,"(-16.497467041015625, 4.66149377822876, 669.471435546875)",1,"(0.5994208455085754, 0.7146976590156555)","(55.529258728027344, 93.51181030273438, 27.198490142822266)",1,3.9598846435546875,1,"(47.222782135009766, 2.2480146884918213, 668.0099487304688)",1,among-us-backstab-mart-virkus.png
14586205788,496352279093,"(0.6692721247673035, 0.7598443031311035)","(94.0873794555664, 80.3390884399414, 22.404016494750977)",1,3.919830322265625,1,"(-16.34471893310547, 4.552908420562744, 669.04248046875)",1,"(0.625661313533783, 0.7516316771507263)","(70.01404571533203, 82.73533630371094, 23.276216506958008)",1,3.9349212646484375,1,"(47.27033233642578, 2.145528793334961, 667.5126953125)",1,among-us-backstab-mart-virkus.png
14586221927,496352295232,"(0.6699815988540649, 0.761152446269989)","(94.47896575927734, 79.95745086669922, 22.265108108520508)",1,3.9176483154296875,1,"(-16.36418342590332, 4.543250560760498, 668.8911743164062)",1,"(0.6289119124412537, 0.7493259906768799)","(71.80834197998047, 83.40812683105469, 23.521059036254883)",1,3.93463134765625,1,"(47.268978118896484, 2.1286234855651855, 667.3738403320312)",1,among-us-backstab-mart-virkus.png
14586238944,496352312249,"(0.6700137853622437, 0.7602024078369141)","(94.49674987792969, 80.23461151123047, 22.36600685119629)",1,3.925048828125,1,"(-16.37201499938965, 4.545258522033691, 669.1351318359375)",1,"(0.6295629739761353, 0.7534765601158142)","(72.16777801513672, 82.19703674316406, 23.080257415771484)",1,3.93408203125,1,"(47.29061508178711, 2.1259148120880127, 667.6395874023438)",1,among-us-backstab-mart-virkus.png
14586255704,496352329009,"(0.669231653213501, 0.7599015235900879)","(94.06502532958984, 80.32240295410156, 22.397918701171875)",1,3.918121337890625,1,"(-16.375017166137695, 4.553189277648926, 669.289794921875)",1,"(0.6285319328308105, 0.7572087645530701)","(71.59862518310547, 81.10808563232422, 22.683917999267578)",1,3.932586669921875,1,"(47.31526565551758, 2.1286725997924805, 667.7965087890625)",1,among-us-backstab-mart-virkus.png
14586271847,496352345153,"(0.6676307916641235, 0.7626006603240967)","(93.18135070800781, 79.53485107421875, 22.11129379272461)",1,3.9168548583984375,1,"(-16.371192932128906, 4.571037769317627, 669.4169311523438)",1,"(0.6331071257591248, 0.7550873160362244)","(74.12415313720703, 81.7270736694336, 22.90920639038086)",1,3.921875,1,"(47.339866638183594, 2.134549379348755, 667.9161376953125)",1,among-us-backstab-mart-virkus.png
